T_UPDATE;FLIGHT_ID;SFPL_ID;CALLSIGN;REGISTRATION;OPERATOR;TYPE_OF_TRANSPONDER;SSR;FLIGHT_RULES;FLIGHT_TYPE;T0;ICAO_ACTYPE;WTC;ADEP;DEST;TAS;RFL;NFL;XFL;CFMU_DELAY;CONTROL;STATUS;FPOS_TRACK_ID
21-7-2020 05:20:15;21010749;1004;TRA88B;PHHZE;TRA;L;1120;I;OUTBOUND;21-7-2020 01:05:00;B738;M;EHAM;LEAL;446;370;;260;0;LOCKED;OBSERVED,CONTROLLED;0
21-7-2020 06:05:17;21010750;1005;IMX359;HBALQ;IMX;S;3240;I;REGIONAL;21-7-2020 01:09:01;AT72;M;EIDW;EHBK;280;190;70;;0;;OBSERVED,CONTROLLED;0
21-7-2020 02:20:13;21010751;1006;FRH502;OOACF;FRH;S;;I;TRANSIT;21-7-2020 01:12:01;B744;H;EBLG;ENGM;483;390;;;0;;CANCELLED;0
21-7-2020 05:20:14;21010752;1007;TRA652P;PHHXG;TRA;L;1124;I;OUTBOUND;21-7-2020 01:15:01;B738;M;EHAM;GCLP;446;390;;260;0;LOCKED;OBSERVED,CONTROLLED;0
21-7-2020 05:35:18;21010753;1008;TRA7X;PHHSJ;TRA;L;1641;I;OUTBOUND;21-7-2020 01:15:01;B738;M;EHAM;LGPZ;442;370;;250;0;LOCKED;OBSERVED,CONTROLLED;0
21-7-2020 05:20:14;21010754;1009;TRA90K;PHHZW;TRA;L;1108;I;OUTBOUND;21-7-2020 01:15:01;B738;M;EHAM;LEVC;449;390;;260;0;LOCKED;OBSERVED,CONTROLLED;0
21-7-2020 05:50:15;21010755;1010;TRA5313;PHHSF;TRA;L;1658;I;OUTBOUND;21-7-2020 01:25:01;B738;M;EHAM;LCLK;445;390;;250;0;LOCKED;OBSERVED,CONTROLLED;0
21-7-2020 05:35:18;21010756;1011;SIA324;9VSMI;SIA;L;512;I;INBOUND;21-7-2020 01:29:00;A359;H;WSSS;EHAM;497;360;260;;0;;OBSERVED,CONTROLLED;0
21-7-2020 05:50:16;21010757;1012;SIA7374;9VSFM;SIA;L;512;I;INBOUND;21-7-2020 01:33:14;B744;H;OMSJ;EHAM;525;300;260;;0;;OBSERVED,CONTROLLED;0
21-7-2020 05:35:17;21010758;1013;UAL70;N14001;UAL;L;3266;I;INBOUND;21-7-2020 01:33:32;B78X;H;KEWR;EHAM;487;370;250;;0;;OBSERVED,CONTROLLED;0
21-7-2020 05:20:15;21010759;1014;KLM168;PHBQE;KLM;L;3246;I;INBOUND;21-7-2020 01:35:06;B772;H;KATL;EHAM;485;370;250;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:05:16;21010760;1015;KZR903;P4KGB;KZR;L;512;I;INBOUND;21-7-2020 01:42:13;A21N;M;UATG;EHAM;452;380;260;;0;;OBSERVED,CONTROLLED;0
21-7-2020 05:50:16;21010761;1016;KLM672;PHBHH;KLM;L;3276;I;INBOUND;21-7-2020 01:46:00;B789;H;CYUL;EHAM;487;390;250;;0;;OBSERVED,CONTROLLED;0
21-7-2020 05:50:17;21010762;1017;KLM736;PHBKG;KLM;L;3244;I;INBOUND;21-7-2020 01:48:52;B78X;H;TNCC;EHAM;487;230;230;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:05:15;21010763;1018;TRA70H;PHHXB;TRA;L;1093;I;OUTBOUND;21-7-2020 01:50:01;B738;M;EHAM;LPPR;449;410;;260;0;LOCKED;OBSERVED,CONTROLLED;0
21-7-2020 05:50:16;21010764;1019;KLM592;PHBVP;KLM;L;2073;I;INBOUND;21-7-2020 01:50:01;B77W;H;FAOR;EHAM;492;340;220;;0;;OBSERVED,CONTROLLED;0
21-7-2020 05:35:18;21010765;1020;KLM194;PHBQO;KLM;L;3273;I;INBOUND;21-7-2020 01:50:44;B772;H;KIAH;EHAM;485;390;250;;0;;OBSERVED,CONTROLLED;0
21-7-2020 05:50:15;21010766;1021;RCH825;70048A;RCH;L;1192;I;TRANSIT;21-7-2020 01:58:59;C17;H;KBGR;ETAD;431;290;260;210;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:05:16;21010767;1022;TRA49E;PHHZV;TRA;L;1095;I;OUTBOUND;21-7-2020 02:00:01;B738;M;EHAM;LEMG;447;370;;260;0;LOCKED;OBSERVED,CONTROLLED;0
21-7-2020 06:20:14;21010768;1023;HNL07A;PHSHP;HNL;E;2247;I;REGIONAL;21-7-2020 02:00:01;A139;L;EHKD;EHJD;140;20;;;0;;OBSERVED,CONTROLLED;0
21-7-2020 05:50:17;21010769;1024;TRA37L;PHHSC;TRA;L;1122;I;REGIONAL;21-7-2020 02:00:01;B738;M;EHEH;LEAL;448;390;;190;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:05:16;21010770;1025;TRA6P;PHXRA;TRA;L;123;I;REGIONAL;21-7-2020 02:00:01;B737;M;EHRD;LICJ;443;410;;250;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:05:16;21010771;1026;OOEXE;OOEXE;;S;512;I;REGIONAL;21-7-2020 02:00:01;TBM8;L;EHRD;LFMV;305;310;;190;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:05:15;21010772;1027;HNL05A;PHEUE;HNL;E;2245;I;REGIONAL;21-7-2020 02:00:01;A139;L;EHKD;EHLL;140;20;;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:05:16;21010773;1028;KLM792;PHBVF;KLM;L;512;I;INBOUND;21-7-2020 02:00:17;B77W;H;SBGR;EHAM;494;310;220;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:05:15;21010774;1029;TRA6215;PHHXA;TRA;L;1117;I;REGIONAL;21-7-2020 02:05:00;B738;M;EHEH;GCTS;423;330;;190;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:05:17;21010775;1030;TRA85T;PHHSG;TRA;L;1125;I;OUTBOUND;21-7-2020 02:05:00;B738;M;EHAM;GCRR;448;390;;260;0;LOCKED;OBSERVED,CONTROLLED;0
21-7-2020 06:05:15;21010776;1031;EJU19XH;OEICB;EJU;L;3257;I;OUTBOUND;21-7-2020 02:05:00;A320;M;EHAM;EGKK;381;240;;240;0;LOCKED;OBSERVED,CONTROLLED;0
21-7-2020 05:50:17;21010778;1033;TRA17A;PHHXO;TRA;L;1119;I;REGIONAL;21-7-2020 02:10:00;B738;M;EHEH;LEVC;434;330;;190;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:35:15;21010779;1034;EJU84NM;OEIJV;EJU;L;96;I;OUTBOUND;21-7-2020 02:10:00;A320;M;EHAM;LGKR;440;370;;250;0;LOCKED;OBSERVED,CONTROLLED;0
21-7-2020 06:20:13;21010777;1032;TRA576C;PHHXE;TRA;L;1106;I;OUTBOUND;21-7-2020 02:10:00;B738;M;EHAM;LEGE;445;390;;260;0;LOCKED;OBSERVED,CONTROLLED;0
21-7-2020 06:20:14;21010780;1035;KLM872;PHBVB;KLM;L;512;I;INBOUND;21-7-2020 02:12:00;B77W;H;VIDP;EHAM;481;260;260;;0;LOCKED;OBSERVED,CONTROLLED;0
21-7-2020 06:35:15;21010781;1036;KLM30T;PHBXF;KLM;L;1883;I;INBOUND;21-7-2020 02:13:00;B738;M;ENZV;EHAM;460;390;260;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:20:14;21010782;1037;MPH8372;PHCKA;MPH;L;512;I;INBOUND;21-7-2020 02:14:00;B744;H;HKJK;EHAM;491;360;260;;0;LOCKED;OBSERVED,CONTROLLED;0
21-7-2020 06:35:14;21010783;1038;KLM1184;PHBXI;KLM;L;1881;I;INBOUND;21-7-2020 02:14:00;B738;M;ENBR;EHAM;464;410;260;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:20:13;21010784;1039;KLM220;PHBQI;KLM;L;3265;I;INBOUND;21-7-2020 02:14:00;B772;H;CYVR;EHAM;485;170;250;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:20:14;21010785;1040;HNL25A;PHEUJ;HNL;E;2261;I;REGIONAL;21-7-2020 02:15:00;A139;L;EHKD;EHKP;140;20;;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:05:17;21010786;1041;DAL258;N175DZ;DAL;L;3284;I;INBOUND;21-7-2020 02:15:07;B763;H;KBOS;EHAM;460;370;250;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:05:16;21010787;1042;KLM646;PHBKC;KLM;L;3283;I;INBOUND;21-7-2020 02:15:09;B78X;H;KJFK;EHAM;487;390;250;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:35:14;21010788;1043;KLM44R;PHBXD;KLM;L;512;I;INBOUND;21-7-2020 02:17:01;B738;M;EDDT;EHAM;451;380;260;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:35:15;21010789;1044;NJE6XK;CSLTI;NJE;L;1647;I;OUTBOUND;21-7-2020 02:20:01;C68A;M;EHAM;EKRK;448;290;;290;0;LOCKED;OBSERVED,CONTROLLED;0
21-7-2020 06:05:17;21010790;1045;FRH502;OOACF;FRH;S;3678;I;TRANSIT;21-7-2020 02:21:51;B744;H;EBLG;ENGM;483;390;240;250;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:20:14;21010791;1046;KLM602;PHBVA;KLM;L;3270;I;INBOUND;21-7-2020 02:23:01;B77W;H;KLAX;EHAM;485;330;250;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:35:15;21010792;1047;KLM96F;PHBCD;KLM;L;2996;I;INBOUND;21-7-2020 02:23:01;B738;M;EKCH;EHAM;458;380;260;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:35:14;21010793;1048;KLM92T;PHBGO;KLM;L;2693;I;INBOUND;21-7-2020 02:25:01;B737;M;EGCC;EHAM;450;290;250;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:05:17;21010794;1049;KLM48;PHBKA;KLM;L;3286;I;INBOUND;21-7-2020 02:26:37;B78X;H;KORD;EHAM;487;390;250;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:35:15;21010795;1050;KLM428;PHBQK;KLM;L;512;I;INBOUND;21-7-2020 02:28:01;B772;H;OMDB;EHAM;486;380;260;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:50:14;21010796;1051;KLM1916;PHEZI;KLM;H;512;I;INBOUND;21-7-2020 02:29:01;E190;M;EPGD;EHAM;451;260;260;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:50:15;21010797;1052;HNL06A;PHEUK;HNL;E;2246;I;REGIONAL;21-7-2020 02:30:01;A139;L;EHKD;EHJA;140;20;;;0;;OBSERVED,CONTROLLED;0
21-7-2020 04:50:12;21010798;1053;PHBBJ;PHBBJ;;L;;I;REGIONAL;21-7-2020 02:30:01;C56X;M;EHRD;LOWI;428;410;;;0;;CANCELLED;0
21-7-2020 06:05:16;21010799;1054;TRA30Q;PHXRC;TRA;L;1092;I;REGIONAL;21-7-2020 02:30:01;B737;M;EHRD;LPFR;445;410;;190;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:05:17;21010800;1055;TRA907K;PHHXI;TRA;L;99;I;REGIONAL;21-7-2020 02:30:01;B738;M;EHEH;LGIR;354;190;;100;0;;OBSERVED,CONTROLLED;0
21-7-2020 17:50:18;21010801;1056;PH2FQ;;;N;;V;TRANSIT;21-7-2020 02:30:01;ZZZZ;L;ZZZZ;ZZZZ;67;0;;;0;;CONTROLLED;0
21-7-2020 07:05:14;21010802;1057;PHMLV;;;S;;V;REGIONAL;21-7-2020 02:30:01;TOBA;L;EHGG;EHGG;100;0;;;0;;CONTROLLED;0
21-7-2020 06:35:14;21010803;1058;TRA9Y;PHHSA;TRA;L;1104;I;REGIONAL;21-7-2020 02:30:01;B738;M;EHEH;LEMG;435;330;;190;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:35:15;21010804;1059;CND213;PHCDF;CND;L;97;I;OUTBOUND;21-7-2020 02:30:01;B738;M;EHAM;LBBG;410;370;;250;0;LOCKED;OBSERVED,CONTROLLED;0
21-7-2020 06:50:15;21010805;1060;KLM70X;PHEXB;KLM;H;1874;I;INBOUND;21-7-2020 02:32:00;E190;M;ENVA;EHAM;461;370;260;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:50:15;21010806;1061;KLM1140;PHBCH;KLM;L;1877;I;INBOUND;21-7-2020 02:32:00;B738;M;ENGM;EHAM;463;400;260;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:50:14;21010807;1062;DLH3VV;DACNO;DLH;H;512;I;INBOUND;21-7-2020 02:33:00;CRJ9;M;EDDM;EHAM;453;340;260;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:35:14;21010808;1063;KLM86;PHBKF;KLM;L;1196;I;INBOUND;21-7-2020 02:33:28;B78X;H;CYYZ;EHAM;487;390;250;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:35:15;21010809;1064;KLM71F;PHBGU;KLM;L;1099;I;OUTBOUND;21-7-2020 02:35:00;B737;M;EHAM;LPPT;449;390;;260;0;LOCKED;OBSERVED,CONTROLLED;0
21-7-2020 07:05:12;21010810;1065;AFR12JB;FGKXL;AFR;H;512;I;INBOUND;21-7-2020 02:35:00;A320;M;LFPG;EHAM;371;220;220;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:50:15;21010811;1066;KLM1596;PHBCL;KLM;L;512;I;INBOUND;21-7-2020 02:39:00;B738;M;LIRF;EHAM;455;400;260;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:50:15;21010812;1067;KLM22A;PHBGQ;KLM;L;512;I;INBOUND;21-7-2020 02:40:00;B737;M;LEMD;EHAM;452;400;220;;0;;OBSERVED,CONTROLLED;0
21-7-2020 07:05:12;21010813;1068;KLM44K;PHBGX;KLM;L;512;I;OUTBOUND;21-7-2020 02:40:00;B737;M;EHAM;LROP;450;410;;250;0;LOCKED;OBSERVED,CONTROLLED;0
21-7-2020 06:35:15;21010814;1069;KLM64J;PHBXB;KLM;L;2696;I;INBOUND;21-7-2020 02:42:00;B738;M;EGPH;EHAM;450;390;250;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:50:16;21010815;1070;KLM74R;PHBGW;KLM;L;1878;I;INBOUND;21-7-2020 02:42:00;B737;M;ESSA;EHAM;460;400;260;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:35:15;21010816;1071;JSH650;HAJEO;JSH;S;1901;I;REGIONAL;21-7-2020 02:47:00;C650;M;LHBP;EHLE;452;380;180;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:35:16;21010817;1072;KLM32W;PHBGA;KLM;L;3294;I;INBOUND;21-7-2020 02:48:01;B738;M;EGPD;EHAM;380;230;250;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:20:15;21010818;1073;AAL220;N802AN;AAL;L;3241;I;INBOUND;21-7-2020 02:49:13;B788;H;KDFW;EHAM;487;390;250;;0;;OBSERVED,CONTROLLED;0
21-7-2020 18:05:23;21010819;1074;WHS3OA;DHHOA;WHS;S;;V;TRANSIT;21-7-2020 02:50:01;A139;L;EDWE;EDWE;140;0;;;0;;;0
21-7-2020 18:05:23;21010820;1075;NHX05A;OYHJB;NHX;S;;V;TRANSIT;21-7-2020 02:50:01;EC55;L;EBOS;EBOS;140;0;;;0;;;0
21-7-2020 06:50:15;21010821;1076;KLM72Z;PHBXW;KLM;L;2704;I;INBOUND;21-7-2020 02:51:01;B738;M;EGPF;EHAM;450;390;250;;0;;OBSERVED,CONTROLLED;0
21-7-2020 07:05:12;21010822;1077;KLM922;PHEXH;KLM;L;3272;I;INBOUND;21-7-2020 02:53:01;E75L;M;EGPE;EHAM;381;350;250;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:50:14;21010823;1078;WZZ985;HALXN;WZZ;L;512;I;REGIONAL;21-7-2020 02:53:01;A321;M;LBSF;EHEH;453;380;80;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:50:15;21010824;1079;KLM18S;PHEZA;KLM;H;2785;I;INBOUND;21-7-2020 02:53:01;E190;M;LEBL;EHAM;453;400;220;;0;;OBSERVED,CONTROLLED;0
21-7-2020 07:20:15;21010825;1080;KLM1164;PHEZN;KLM;H;1871;I;INBOUND;21-7-2020 02:54:01;E190;M;EFHK;EHAM;460;400;260;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:35:15;21010826;1081;TRA6605;PHHZX;TRA;L;1127;I;REGIONAL;21-7-2020 02:55:01;B738;M;EHEH;LPFR;432;330;;190;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:35:14;21010827;1082;TRA11G;PHHXK;TRA;L;1660;I;REGIONAL;21-7-2020 02:55:01;B738;M;EHEH;LGKO;360;230;;160;0;;OBSERVED,CONTROLLED;0
21-7-2020 07:05:13;21010828;1083;UAL2810;N2644U;UAL;L;3292;I;INBOUND;21-7-2020 02:57:40;B77W;H;KORD;EHAM;485;350;250;;0;;OBSERVED,CONTROLLED;0
21-7-2020 07:35:13;21010829;1084;PHFLE;;;S;;V;REGIONAL;21-7-2020 03:00:00;C172;L;EHLE;EHLE;100;0;;;0;;CONTROLLED;0
21-7-2020 07:20:15;21010830;1085;OOACO;OOACO;;L;3814;I;REGIONAL;21-7-2020 03:00:00;C510;L;EHRD;EGNJ;332;300;;240;0;;OBSERVED,CONTROLLED;0
21-7-2020 18:20:14;21010831;1086;NHZ02A;GNHVP;NHZ;S;2242;I;REGIONAL;21-7-2020 03:00:00;A139;L;EHKD;ZZZZ;140;20;;;0;;OBSERVED,CONTROLLED;0
21-7-2020 11:35:17;21010832;1087;PH4Q3;PH4Q3;;S;;V;REGIONAL;21-7-2020 03:00:00;PRIM;L;EHLE;LSGS;125;70;;;0;;CONTROLLED;0
21-7-2020 06:50:15;21010833;1088;PHDEZ;PHDEZ;;L;278;I;REGIONAL;21-7-2020 03:00:00;C501;L;EHTE;EHRD;320;100;;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:50:15;21010834;1089;NATO06;LXN90454;;L;1360;I;TRANSIT;21-7-2020 03:00:00;E3TF;H;ETNG;XTNG;420;230;;;0;;OBSERVED,CONTROLLED;0
21-7-2020 06:20:14;21010835;1090;KLM7926;PHKFB;KLM;S;;I;REGIONAL;21-7-2020 03:00:00;DA42;L;EHGG;EBOS;150;70;;;0;;CANCELLED,CONTROLLED;0
21-7-2020 07:20:15;21010836;1091;NATO06;LXN90454;;L;1360;I;TRANSIT;21-7-2020 03:00:42;E3TF;H;XTNG;XXXX;420;300;220;250;0;;OBSERVED,CONTROLLED;0
21-7-2020 18:20:14;21010837;1092;UAE9933;A6EFI;UAE;L;;I;REGIONAL;21-7-2020 03:01:00;B77L;H;XLAX;EHBK;496;310;;;0;;CONTROLLED;0
21-7-2020 07:05:14;21010838;1093;AFR18YR;FHBNC;AFR;H;512;I;INBOUND;21-7-2020 03:03:00;A320;M;LFML;EHAM;448;380;220;;0;;OBSERVED,CONTROLLED;0
21-7-2020 07:20:15;21010839;1094;DLH7A;DAILN;DLH;H;512;I;OUTBOUND;21-7-2020 03:05:00;A319;M;EHAM;EDDF;408;350;;250;0;LOCKED;OBSERVED,CONTROLLED;0
21-7-2020 07:20:17;21010840;1095;BTI43N;YLAAO;BTI;S;1879;I;INBOUND;21-7-2020 03:08:00;BCS3;M;EETN;EHAM;454;400;260;;0;;OBSERVED,CONTROLLED;0
21-7-2020 07:35:13;21010841;1096;CAO1001;B2091;CAO;L;1884;I;INBOUND;21-7-2020 03:11:55;B77L;H;ZUCK;EHAM;489;260;260;;0;;OBSERVED,CONTROLLED;0
21-7-2020 04:20:15;21010842;1097;GAF592;1025;GAF;H;;I;TRANSIT;21-7-2020 03:13:00;A310;H;EDDK;KIAD;458;360;;;0;;CANCELLED;0
21-7-2020 08:35:15;21010843;1098;KLM7918;PHMFA;KLM;S;258;I;REGIONAL;21-7-2020 03:15:00;DA42;L;EHGG;EHGG;140;60;;;0;;OBSERVED,CONTROLLED;0
21-7-2020 07:05:14;21010844;1099;UAE9933;A6EFI;UAE;L;3242;I;REGIONAL;21-7-2020 03:16:01;B77L;H;KLAX;EHBK;496;310;260;;0;;OBSERVED,CONTROLLED;0
21-7-2020 07:35:14;21010845;1100;BTI6RV;YLAAQ;BTI;S;476;I;INBOUND;21-7-2020 03:18:01;BCS3;M;EVRA;EHAM;453;380;260;;0;;OBSERVED,CONTROLLED;0
21-7-2020 07:35:13;21010846;1101;SWR724;HBJDA;SWR;L;512;I;INBOUND;21-7-2020 03:18:01;A20N;M;LSZH;EHAM;426;180;200;;0;;OBSERVED,CONTROLLED;0
21-7-2020 05:05:13;21010847;1102;HSO42A;DHHSH;HSO;S;;V;TRANSIT;21-7-2020 03:20:01;A139;L;EDWE;EDWE;140;30;;;0;;CANCELLED;0
21-7-2020 09:05:12;21010848;1103;HNL25A;PHEUJ;HNL;E;2261;I;REGIONAL;21-7-2020 03:20:01;A139;L;EHGN;EHKD;140;30;;;0;;OBSERVED,CONTROLLED;0
21-7-2020 07:35:14;21010849;1104;AUA3LE;OELDG;AUA;H;512;I;INBOUND;21-7-2020 03:23:01;A319;M;LOWW;EHAM;457;300;260;;0;;OBSERVED,CONTROLLED;0
21-7-2020 07:50:15;21010850;1105;SXS19R;TCSEI;SXS;S;1673;I;INBOUND;21-7-2020 03:24:53;B738;M;LTAI;EHAM;448;360;260;;0;;OBSERVED,CONTROLLED;0
21-7-2020 07:50:14;21010851;1106;KLM11P;PHBGG;KLM;L;512;I;OUTBOUND;21-7-2020 03:25:01;B737;M;EHAM;LFPG;417;280;;260;0;LOCKED;OBSERVED,CONTROLLED;0
21-7-2020 07:50:15;21010852;1107;LZB461;LZFBE;LZB;L;512;I;INBOUND;21-7-2020 03:27:01;A320;M;LBSF;EHAM;459;380;260;;0;;OBSERVED,CONTROLLED;0
21-7-2020 07:35:14;21010853;1108;BTI92E;YLCSK;BTI;S;512;I;INBOUND;21-7-2020 03:28:01;BCS3;M;EYVI;EHAM;454;400;260;;0;;OBSERVED,CONTROLLED;0
21-7-2020 08:50:17;21010854;1109;HNL06A;PHEUK;HNL;E;2246;I;REGIONAL;21-7-2020 03:30:01;A139;L;ZZZZ;EHKD;140;30;;;0;;OBSERVED,CONTROLLED;0
21-7-2020 18:50:16;21010855;1110;OONZC;;;S;;V;TRANSIT;21-7-2020 03:30:01;C172;L;EBOS;EBOS;100;25;;;0;;;0
21-7-2020 07:05:13;21010856;1111;STQ99B;DIMVC;STQ;S;1625;I;REGIONAL;21-7-2020 03:30:01;BE20;L;EHGG;EDAB;244;290;;60;0;;OBSERVED,CONTROLLED;0
21-7-2020 08:05:19;21010857;1112;9HWIT;9HWIT;;S;3808;I;REGIONAL;21-7-2020 03:30:01;PC12;L;EHRD;EGNJ;267;280;;240;0;;OBSERVED,CONTROLLED;0
21-7-2020 07:35:13;21010858;1113;PHMLV;;;S;;V;REGIONAL;21-7-2020 03:30:01;TOBA;L;EHGG;EHGG;100;0;;;0;;CONTROLLED;0
21-7-2020 07:05:14;21010859;1114;WZZ1A;HALXM;WZZ;L;512;I;REGIONAL;21-7-2020 03:33:00;A321;M;EPKT;EHEH;384;380;80;;0;;OBSERVED,CONTROLLED;0
21-7-2020 07:50:15;21010860;1115;KLM35F;PHBCK;KLM;L;1661;I;OUTBOUND;21-7-2020 03:35:00;B738;M;EHAM;LGAV;450;370;;250;0;LOCKED;OBSERVED,CONTROLLED;0
21-7-2020 07:50:15;21010861;1116;RYR31BC;EIENH;RYR;S;3243;I;INBOUND;21-7-2020 03:37:00;B738;M;EIDW;EHAM;450;370;200;;0;;OBSERVED,CONTROLLED;0
21-7-2020 07:50:15;21010862;1117;VLG83KQ;ECNFI;VLG;S;560;I;INBOUND;21-7-2020 03:38:00;A20N;M;LEBL;EHAM;446;380;220;;0;;OBSERVED,CONTROLLED;0
21-7-2020 07:35:14;21010863;1118;KLM40E;PHEZY;KLM;H;1885;I;INBOUND;21-7-2020 03:39:00;E190;M;EFHK;EHAM;458;400;260;;0;;OBSERVED,CONTROLLED;0
21-7-2020 07:50:17;21010864;1119;AEA1091;ECLUT;AEA;L;512;I;INBOUND;21-7-2020 03:39:00;B738;M;LEMD;EHAM;454;320;220;;0;;OBSERVED,CONTROLLED;0
21-7-2020 07:35:14;21010865;1120;KLM1007;PHEXZ;KLM;L;3252;I;OUTBOUND;21-7-2020 03:40:00;E75L;M;EHAM;EGLL;374;240;;240;0;LOCKED;OBSERVED,CONTROLLED;0
21-7-2020 09:05:14;21010866;1121;NHZ02A;GNHVP;NHZ;S;2242;I;REGIONAL;21-7-2020 03:40:00;A139;L;ZZZZ;EHKD;140;30;;;0;;OBSERVED,CONTROLLED;0
21-7-2020 07:50:16;21010867;1122;DLH4HH;DAINK;DLH;H;512;I;INBOUND;21-7-2020 03:40:00;A20N;M;EDDF;EHAM;368;240;260;;0;;OBSERVED,CONTROLLED;0
21-7-2020 08:05:19;21010868;1123;LOT265;SPLMA;LOT;H;512;I;INBOUND;21-7-2020 03:43:00;E190;M;EPWA;EHAM;455;280;260;;0;;OBSERVED,CONTROLLED;0
21-7-2020 04:20:15;21010869;1124;JEF44;OHWIL;JEF;L;;I;TRANSIT;21-7-2020 03:43:20;G150;M;EBBR;EETN;449;370;;;0;;CANCELLED;0
21-7-2020 08:50:17;21010870;1125;HNL07A;PHSHP;HNL;E;2247;I;REGIONAL;21-7-2020 03:45:00;A139;L;ZZZZ;EHKD;140;30;;;0;;OBSERVED,CONTROLLED;0
21-7-2020 07:35:13;21010871;1126;DEPUS;DEPUS;;S;100;I;REGIONAL;21-7-2020 03:45:00;P46T;L;EHBK;LJLJ;250;240;;60;0;;OBSERVED,CONTROLLED;0
21-7-2020 08:05:18;21010872;1127;BAW936;GEUOE;BAW;L;2443;I;TRANSIT;21-7-2020 03:45:00;A319;M;EGLL;EDDL;390;350;260;170;0;;OBSERVED,CONTROLLED;0
21-7-2020 19:05:18;21010873;1128;HNL05A;PHEUE;HNL;E;;I;REGIONAL;21-7-2020 03:45:00;A139;L;EHLL;EHKD;140;20;;;0;;CONTROLLED;0
21-7-2020 11:50:14;21010874;1129;OOKNM;;;S;;V;TRANSIT;21-7-2020 03:45:01;R44;L;EBLG;ZZZZ;100;0;;;0;;CONTROLLED;0
21-7-2020 07:50:16;21010875;1130;EIN60A;EIDEN;EIN;H;3245;I;INBOUND;21-7-2020 03:46:01;A320;M;EIDW;EHAM;460;370;250;;0;;OBSERVED,CONTROLLED;0
21-7-2020 08:20:15;21010876;1131;THY4KU;TCJNL;THY;L;1672;I;INBOUND;21-7-2020 03:53:01;A333;H;LTFM;EHAM;469;380;260;;0;;OBSERVED,CONTROLLED;0
21-7-2020 08:20:16;21010877;1132;CKK217;B2078;CKK;L;4025;I;INBOUND;21-7-2020 03:54:41;B77L;H;ZSPD;EHAM;490;280;260;;0;;OBSERVED,CONTROLLED;0
21-7-2020 07:50:15;21010878;1133;KLM743;PHBVI;KLM;L;1112;I;OUTBOUND;21-7-2020 03:55:01;B77W;H;EHAM;SPJC;486;320;;240;0;LOCKED;OBSERVED,CONTROLLED;0
21-7-2020 08:05:22;21010879;1134;DLH5CH;DACNO;DLH;H;512;I;OUTBOUND;21-7-2020 03:55:01;CRJ9;M;EHAM;EDDM;443;370;;250;0;LOCKED;OBSERVED,CONTROLLED;0
21-7-2020 08:20:17;21010880;1135;FIN47U;OHLKP;FIN;S;1865;I;INBOUND;21-7-2020 03:55:01;E190;M;EFHK;EHAM;457;400;260;;0;;OBSERVED,CONTROLLED;0
21-7-2020 08:05:19;21010881;1136;WZZ144;HALXN;WZZ;L;1653;I;REGIONAL;21-7-2020 03:55:01;A321;M;EHEH;LBSF;384;230;;160;0;;OBSERVED,CONTROLLED;0
